,Series6_A549-ACE2_Mock_1,Series6_A549-ACE2_Mock_2,Series6_A549-ACE2_Mock_3,Series6_A549-ACE2_SARS-CoV-2_1,Series6_A549-ACE2_SARS-CoV-2_2,Series6_A549-ACE2_SARS-CoV-2_3,Series16_A549-ACE2_Mock_1,Series16_A549-ACE2_Mock_2,Series16_A549-ACE2_Mock_3,Series16_A549-ACE2_SARS-CoV-2_1,Series16_A549-ACE2_SARS-CoV-2_2,Series16_A549-ACE2_SARS-CoV-2_3
EGFL6,0,0,0,0,0,0,0,0,0,0,0,0
TCEANC,19,2,7,10,1,0,2,10,10,12,9,9
RAB9A,693,56,433,222,50,51,63,330,267,212,311,242
TRAPPC2,159,14,124,63,16,7,30,136,87,75,71,109
OFD1,661,50,293,218,46,54,93,401,320,268,342,363
GPM6B,1,1,0,0,0,0,2,12,19,26,21,29
GEMIN8,137,7,73,33,13,4,13,72,56,29,32,26
GLRA2,0,0,0,0,0,0,0,0,0,0,0,0
FANCB,11,1,1,5,1,0,7,46,32,10,9,10
MOSPD2,528,60,269,75,39,35,76,274,213,94,101,122
ASB9,531,50,340,77,15,16,32,156,188,14,11,12
ASB11,0,0,0,0,0,0,0,0,0,0,1,1
PIGA,331,20,174,245,60,65,55,281,208,716,989,1311
PIR-FIGF,4,0,1,2,0,0,0,2,0,0,0,0
PIR,243,20,166,58,10,12,37,148,149,12,11,21
BMX,0,0,0,0,0,0,0,0,0,0,0,0
ACE2,542787,46817,306635,196485,46343,44438,75328,401071,284874,149271,185268,170531
CA5BP1,41,1,45,6,5,6,9,35,34,30,33,27
CA5B,61,3,45,7,3,3,14,74,46,14,17,16
INE2,0,0,0,0,0,0,0,0,0,0,0,0
ZRSR2,205,26,131,83,20,21,23,112,86,109,109,108
AP1S2,109,10,108,31,13,10,32,186,145,43,38,51
GRPR,5,0,0,0,0,0,0,1,1,2,0,0
CTPS2,333,32,209,74,11,21,67,282,231,63,48,41
S100G,0,0,0,0,0,0,0,0,0,0,0,0
SYAP1,1415,148,854,234,79,63,208,971,776,145,175,188
TXLNG,1137,86,575,277,61,55,118,525,410,230,238,240
RBBP7,3978,321,2204,563,173,143,537,2729,1989,393,419,440
REPS2,48,3,32,13,3,4,9,34,28,4,6,3
NHS,624,71,470,132,27,34,60,273,223,81,78,75
MIR4768,1,0,0,0,0,0,0,0,0,0,0,1
SCML1,458,54,326,171,62,53,68,358,263,119,136,155
RAI2,2,0,0,0,0,1,0,7,4,0,1,0
BEND2,0,0,0,0,0,0,0,0,0,0,0,0
SCML2,376,32,173,64,18,20,29,158,108,60,64,57
CDKL5,201,11,112,49,14,15,23,84,59,47,48,29
RS1,0,0,0,0,0,0,0,0,0,1,0,0
PPEF1,17,0,13,5,4,1,4,13,9,10,10,6
PHKA2-AS1,0,0,3,1,0,0,0,0,1,1,0,1
PHKA2,556,55,361,126,31,33,57,325,242,80,66,79
PDHA1,3265,236,1966,391,121,122,271,1224,962,167,164,147
MAP3K15,139,11,97,20,7,7,11,74,58,27,33,30
SH3KBP1,3617,256,2059,375,121,122,400,1869,1549,716,805,739
LOC729609,0,0,0,3,0,0,0,2,0,0,0,1
MAP7D2,89,9,45,9,4,7,40,237,148,35,28,35
MIR23C,0,0,0,0,0,0,0,0,0,0,0,0
EIF1AX,1840,227,1037,458,144,164,245,1382,1059,342,360,472
SCARNA9L,1,0,0,0,0,1,1,0,1,0,2,0
RPS6KA3,4092,428,2588,592,187,189,669,3110,2422,847,858,946
CNKSR2,205,17,131,46,16,13,46,213,157,54,40,60
KLHL34,0,0,0,0,0,0,0,1,1,0,0,0
SMPX,0,0,0,2,0,0,0,1,1,0,0,0
MBTPS2,1611,148,978,269,95,91,220,1068,868,106,83,74
YY2,54,3,46,14,4,5,10,59,37,35,32,31
SMS,1776,131,1072,240,63,65,307,1463,1298,475,526,474
PHEX,45,3,22,2,0,0,3,32,34,4,1,3
PHEX-AS1,0,0,0,0,0,0,0,0,0,0,0,0
DDX53,0,0,0,0,0,0,0,0,0,0,0,0
PTCHD1,0,0,0,0,0,0,0,0,0,0,0,0
PRDX4,1920,161,1249,302,89,89,343,1654,1422,170,186,186
ACOT9,1510,130,872,243,68,58,198,842,698,258,321,317
SAT1,2844,233,1635,856,216,200,497,2223,1968,1610,1625,1582
APOO,374,35,187,49,23,23,41,158,134,22,27,33
CXorf58,5,1,3,3,0,2,1,3,0,0,1,0
KLHL15,555,82,288,262,79,69,61,354,229,198,202,187
EIF2S3,8902,793,5424,1325,345,398,1062,5520,4091,760,799,817
ZFX-AS1,0,0,2,0,0,0,0,2,0,0,0,0
ZFX,752,56,448,296,79,83,119,493,401,350,336,341
SUPT20HL2,0,0,0,0,0,0,0,0,0,0,0,0
SUPT20HL1,0,0,0,0,0,0,0,0,0,0,0,0
PDK3,279,25,180,47,11,14,94,463,344,132,167,262
PCYT1B,2,0,0,0,0,0,1,1,0,0,0,0
POLA1,348,27,144,63,23,16,85,463,283,68,93,58
SCARNA23,0,0,0,0,2,0,0,0,0,0,0,0
ARX,29,3,38,26,10,6,4,22,20,4,6,8
MAGEB18,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB6,2,0,0,0,0,0,2,1,1,0,1,0
MAGEB5,0,0,0,0,0,0,0,0,0,0,0,0
VENTXP1,0,0,0,0,0,0,0,0,0,0,0,0
DCAF8L2,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB10,0,0,0,0,0,0,0,0,0,0,0,0
DCAF8L1,0,0,0,0,0,0,0,0,0,0,0,0
IL1RAPL1,1,0,0,0,0,0,0,0,1,0,0,0
MAGEB2,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB3,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB4,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB1,0,0,0,0,0,0,0,0,0,0,0,0
NR0B1,2055,202,1656,358,120,82,74,341,273,92,112,94
CXorf21,0,0,0,0,0,0,0,1,0,0,0,0
GK,47,2,32,6,5,3,16,78,45,34,26,24
TAB3,909,100,608,396,115,99,94,448,330,427,456,610
FTHL17,0,0,0,0,0,0,0,0,0,0,0,0
DMD,2,0,0,2,0,0,0,1,1,0,1,1
FAM47A,0,0,0,0,0,0,0,0,0,0,0,0
TMEM47,252,22,160,52,17,18,146,548,533,103,134,132
FAM47B,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB16,0,0,0,0,0,0,0,0,1,0,0,0
FAM47C,0,0,0,0,0,0,0,0,0,0,0,0
FTH1P18,0,0,0,0,0,0,0,0,0,0,0,0
PRRG1,342,29,239,84,21,17,48,234,192,70,93,77
LANCL3,1,0,1,0,0,0,0,1,2,0,0,0
XK,34,8,35,7,2,0,3,29,20,1,7,10
CYBB,3,1,1,0,1,0,0,22,3,15,0,0
DYNLT3,173,21,113,56,15,10,44,203,191,106,115,164
SYTL5,76,7,46,8,2,1,9,16,20,6,2,6
SRPX,143,22,131,21,9,5,32,204,162,27,17,25
RPGR,170,15,75,32,16,5,25,155,95,39,37,45
OTC,1,0,0,0,0,0,0,0,0,0,0,0
TSPAN7,156,15,87,25,6,7,52,170,146,13,10,9
MID1IP1,842,102,694,282,96,60,75,382,281,129,133,127
BCOR,883,95,579,254,71,57,141,615,432,321,320,336
ATP6AP2,3222,337,2058,551,148,186,521,2835,2254,304,348,305
MPC1L,1,0,0,0,0,0,0,0,1,0,0,0
CXorf38,371,37,228,101,12,20,54,293,195,205,185,184
MED14,1475,175,1009,311,77,93,150,752,599,238,238,263
LOC100132831,0,0,0,0,0,0,0,0,0,0,0,0
USP9X,5735,504,3318,1553,389,458,703,3597,2674,1855,2145,1982
DDX3X,11991,1050,6983,3082,810,873,1431,6853,5284,3722,3979,4206
NYX,0,0,0,0,0,0,0,0,0,0,0,0
CASK,1976,168,1171,340,88,141,302,1435,1049,307,383,367
GPR34,0,0,0,2,0,0,1,0,0,2,3,4
GPR82,0,0,0,0,0,0,0,1,0,0,0,2
MAOA,118,11,85,18,6,6,24,122,123,13,19,25
MAOB,0,0,0,0,0,0,0,3,0,0,0,0
NDP,2,0,0,0,0,0,1,0,2,0,0,0
EFHC2,2,0,5,0,0,0,3,2,2,1,0,3
FUNDC1,437,50,265,121,31,38,47,234,206,107,113,103
DUSP21,0,0,0,0,0,0,0,0,0,0,0,0
KDM6A,1183,130,636,597,139,148,115,551,424,555,598,586
CXorf36,0,0,0,0,0,0,0,0,1,1,3,1
MIR221,35,1,26,20,4,2,7,14,19,48,45,55
MIR222,0,0,0,0,0,0,0,0,1,0,0,0
KRBOX4,216,22,147,42,12,6,23,108,105,22,23,36
ZNF674,97,10,52,36,7,2,15,66,48,24,35,49
ZNF674-AS1,154,20,86,91,15,23,11,67,49,175,182,201
CHST7,316,32,233,66,30,20,17,94,66,9,14,14
SLC9A7,718,69,422,201,48,47,100,461,335,254,235,256
RP2,769,84,520,180,39,49,79,394,382,175,186,160
RGN,3,0,1,1,1,1,0,2,0,1,2,1
NDUFB11,2688,230,1736,398,149,133,181,1103,932,143,139,147
RBM10,1184,101,810,369,98,93,111,646,419,249,269,266
UBA1,8053,760,5838,1218,362,314,893,4384,3355,783,770,703
INE1,15,2,12,17,2,2,4,10,13,15,20,19
CDK16,1894,157,1432,390,120,93,224,1045,887,292,307,282
USP11,1620,147,1145,267,88,50,248,1203,955,228,227,193
ZNF157,13,0,1,7,0,3,0,2,2,0,0,0
SNORA11C,0,0,0,0,0,0,0,0,0,0,0,0
ZNF41,266,13,137,81,15,4,31,149,88,40,33,42
ARAF,1017,86,743,189,56,47,105,500,394,118,147,114
SYN1,2,0,2,6,0,0,0,2,2,4,6,6
TIMP1,1824,197,1537,267,98,58,313,1503,1232,316,313,260
MIR4769,0,0,0,0,0,0,0,0,0,0,0,0
CFP,10,0,6,13,3,3,0,7,4,12,20,22
ELK1,445,54,336,160,41,45,54,230,209,118,120,124
UXT,1011,98,753,199,73,53,89,471,418,100,97,93
CXXC1P1,0,0,0,0,0,0,0,0,0,0,0,0
ZNF81,195,17,139,73,11,16,33,122,104,38,31,38
ZNF182,238,32,138,116,25,23,39,186,102,174,135,142
SPACA5,0,0,0,0,0,0,0,0,0,0,0,0
SPACA5B,0,0,0,0,0,0,0,0,0,0,0,0
ZNF630,40,1,20,19,2,2,6,31,22,18,15,10
SSX5,0,0,0,0,0,0,0,0,0,0,0,0
SSX1,0,0,1,0,0,0,0,0,0,0,0,0
SSX3,0,0,0,0,0,0,0,0,0,0,0,0
SSX4B,0,0,0,0,0,0,0,0,0,0,0,0
SSX4,0,0,0,0,0,0,0,0,0,0,0,0
SLC38A5,2,0,2,0,0,0,0,0,0,1,0,0
FTSJ1,780,76,557,162,41,18,84,460,368,107,96,86
PORCN,103,7,74,19,0,4,13,74,60,13,18,27
EBP,1175,109,883,123,45,35,98,490,394,59,53,48
TBC1D25,288,31,205,89,21,17,35,157,129,89,97,71
RBM3,7198,635,4161,1358,358,336,922,4167,3546,1154,1074,1163
WDR13,1072,110,880,237,50,55,91,423,347,64,74,100
WAS,6,2,9,3,1,0,1,6,3,0,3,2
SUV39H1,177,12,109,52,4,12,19,100,108,26,35,27
GLOD5,0,0,0,0,0,0,0,0,0,0,0,0
GATA1,0,0,0,0,0,0,0,2,0,1,0,2
HDAC6,613,46,431,105,31,40,65,283,258,117,138,93
ERAS,0,0,0,0,0,0,0,0,0,2,1,3
PCSK1N,393,56,398,80,48,11,14,65,48,10,6,11
TIMM17B,1063,94,871,202,63,50,108,489,442,91,114,93
PQBP1,957,81,663,244,66,49,97,447,320,82,91,99
SLC35A2,1218,119,898,304,94,79,131,743,615,194,200,203
PIM2,278,30,213,96,30,16,22,172,136,57,76,63
OTUD5,1677,171,1217,415,105,104,191,989,654,293,342,320
KCND1,144,18,98,24,9,4,13,56,48,24,20,22
GRIPAP1,1401,124,881,306,52,67,141,577,452,193,203,197
TFE3,2185,204,1672,604,166,140,219,1229,911,515,555,551
CCDC120,100,7,65,30,8,8,8,31,37,20,22,16
PRAF2,458,53,365,107,28,31,66,317,248,45,57,46
WDR45,1056,86,797,181,59,24,96,509,449,130,132,114
GPKOW,771,60,463,156,48,28,76,375,319,96,105,108
MAGIX,45,3,22,1,0,0,6,11,9,1,2,1
PLP2,1448,139,1166,182,54,54,326,1505,1302,369,371,315
PRICKLE3,364,39,262,98,32,21,31,131,109,39,49,42
SYP,9,1,10,7,0,2,5,14,10,17,13,4
CACNA1F,0,0,0,0,0,0,0,0,0,0,0,0
CCDC22,274,25,215,38,17,9,17,125,103,26,27,21
FOXP3,3,1,5,0,1,1,2,4,0,0,2,1
PPP1R3F,208,23,160,73,34,22,5,40,37,9,18,15
GAGE10,0,0,1,0,0,0,0,0,1,0,1,1
GAGE12J,0,0,0,0,0,0,0,0,0,0,0,0
GAGE13,0,0,0,0,0,0,0,0,0,0,0,0
GAGE8,0,0,0,0,0,0,0,0,0,0,0,0
GAGE2E,0,0,0,0,0,0,0,0,0,0,0,0
GAGE2D,0,0,0,0,0,0,0,0,0,0,0,0
GAGE2A,0,0,0,0,0,0,0,0,0,0,0,0
GAGE2C,0,0,0,0,0,0,0,0,0,0,0,0
GAGE4,0,0,0,0,0,0,0,0,0,0,0,0
GAGE5,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12I,0,0,0,0,0,0,0,0,0,0,0,0
GAGE7,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12F,0,0,0,0,0,0,0,0,0,0,0,0
GAGE2B,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12D,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12E,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12H,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12C,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12G,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12B,0,0,0,0,0,0,0,0,0,0,0,0
GAGE6,0,0,0,0,0,0,0,0,0,0,0,0
GAGE1,0,0,0,0,0,0,0,0,0,0,0,0
PAGE1,0,0,0,0,0,0,0,0,2,0,0,0
PAGE4,0,0,0,0,0,0,0,0,0,0,0,0
USP27X,78,4,43,16,2,5,3,42,26,21,16,13
CLCN5,172,22,110,55,8,6,18,81,84,24,33,42
MIR532,0,0,0,0,0,0,0,0,0,0,0,0
MIR188,0,0,0,1,0,0,0,0,0,0,0,0
MIR500A,0,0,0,0,0,0,0,0,0,0,0,0
MIR362,0,0,0,0,0,0,0,0,0,0,0,0
MIR501,0,0,0,0,0,0,0,0,0,0,0,0
MIR500B,0,0,0,0,0,0,0,0,0,0,0,0
MIR660,0,0,0,0,0,0,0,0,0,0,0,0
MIR502,0,0,0,0,0,0,0,0,0,0,0,0
AKAP4,1,0,0,0,0,0,0,0,0,0,0,0
CCNB3,20,1,11,1,0,2,2,7,4,3,1,0
DGKK,0,0,0,0,0,0,0,0,0,0,0,0
SHROOM4,0,0,0,0,0,0,0,0,1,0,0,0
BMP15,0,0,0,0,0,0,0,0,0,0,0,0
NUDT10,0,1,0,0,0,0,1,0,2,0,0,1
NUDT11,36,1,17,12,2,6,1,26,16,5,2,3
GSPT2,250,27,144,119,32,26,25,181,127,103,86,96
MAGED1,1609,182,1152,320,92,78,220,943,789,135,104,102
MAGED4,0,0,0,0,0,0,0,0,0,0,0,0
MAGED4B,0,0,0,0,0,0,0,0,0,0,0,0
SNORA11E,0,0,0,0,0,0,0,0,0,0,0,0
SNORA11D,0,0,0,0,0,0,0,0,0,0,0,0
XAGE2,0,0,0,0,0,0,0,0,0,0,0,0
XAGE1B,0,0,0,0,0,0,0,0,0,0,0,0
XAGE1A,0,0,0,0,0,0,0,0,0,0,0,0
SSX7,0,0,0,0,0,0,0,0,0,0,0,0
SSX2,0,0,0,0,0,0,0,0,0,0,0,0
SSX2B,0,0,0,0,0,0,0,0,0,0,0,0
SPANXN5,0,0,0,0,0,0,0,1,0,0,0,0
XAGE5,0,0,0,0,0,0,0,0,0,0,0,0
XAGE3,0,0,0,0,0,0,0,0,0,0,0,0
FAM156A,10,2,3,1,0,0,0,3,2,3,0,0
FAM156B,0,0,0,0,0,0,0,0,0,0,0,0
GPR173,0,0,0,0,0,0,0,0,1,0,0,1
TSPYL2,799,70,504,233,53,36,47,267,215,127,138,170
KDM5C,3903,356,2625,1092,317,217,327,1652,1244,911,1009,1144
IQSEC2,819,62,628,155,47,37,101,427,345,83,83,63
SMC1A,2362,207,1456,320,118,96,389,1948,1294,335,338,264
RIBC1,9,1,11,4,0,3,1,5,8,2,2,2
HSD17B10,2616,219,1815,447,126,109,218,1085,902,156,130,136
HUWE1,9007,713,5920,1951,591,506,1076,4713,3189,1582,1446,1350
MIR98,0,0,3,4,0,0,0,0,0,2,0,1
MIRLET7F2,0,0,0,0,0,0,0,0,0,0,0,0
PHF8,547,64,353,195,42,24,63,279,209,146,117,115
FAM120C,242,22,116,73,22,13,34,122,95,35,22,27
WNK3,1,0,1,5,1,0,0,11,5,7,7,2
TSR2,708,68,440,147,29,29,127,561,462,129,130,98
FGD1,57,8,41,25,7,4,27,132,100,42,47,34
GNL3L,1498,146,1045,378,97,91,147,819,593,205,179,151
ITIH6,11,2,8,7,0,1,0,5,8,0,2,1
MAGED2,2333,202,1515,397,98,83,233,1131,960,172,168,158
SNORA11,4,0,2,0,0,0,1,3,1,0,0,3
TRO,18,0,11,10,1,2,0,6,5,1,0,2
PFKFB1,1,0,0,0,0,1,2,0,3,0,0,1
APEX2,769,71,545,134,42,31,98,419,336,103,77,70
ALAS2,2,0,0,0,0,0,0,3,0,0,0,0
PAGE2B,1,0,0,0,0,0,0,0,0,0,1,1
PAGE2,0,0,0,0,0,0,0,0,0,0,0,0
FAM104B,95,15,68,22,12,14,21,46,55,12,17,16
MTRNR2L10,0,0,0,0,0,0,0,0,0,0,0,0
PAGE5,0,0,0,0,0,0,0,0,0,0,0,0
PAGE3,0,0,0,0,0,0,0,0,0,0,0,0
MIR4536-1,0,0,0,0,0,0,0,0,0,0,0,0
MAGEH1,50,5,25,10,5,0,22,92,90,21,19,20
USP51,30,1,21,6,2,0,8,37,32,17,13,12
FOXR2,0,0,0,0,0,0,0,0,0,0,0,0
RRAGB,160,14,97,59,26,18,21,96,86,98,89,87
KLF8,0,0,0,0,0,0,1,2,1,0,0,0
UBQLN2,1042,155,775,241,68,54,133,614,476,210,168,170
UQCRBP1,14,1,5,4,0,0,1,9,10,6,1,1
SPIN3,425,36,260,145,32,39,37,217,164,68,64,62
SPIN2B,51,9,41,16,5,9,9,18,15,13,4,9
SPIN2A,0,0,0,0,0,0,0,0,0,0,0,0
FAAH2,6,0,4,4,2,1,1,11,8,1,3,7
ZXDB,334,28,229,131,52,33,36,213,178,99,111,119
ZXDA,59,5,37,45,10,6,8,45,37,25,17,18
SPIN4,161,19,111,66,13,20,13,99,83,19,13,25
ARHGEF9,254,20,149,51,15,9,24,101,83,29,19,22
MIR1468,0,0,0,0,0,0,0,0,0,0,0,0
AMER1,248,25,173,126,25,24,23,87,69,89,83,86
ASB12,1,0,0,0,0,0,0,0,0,0,0,0
MTMR8,5,0,4,3,0,0,0,9,8,5,3,1
ZC4H2,85,6,47,9,4,0,22,100,90,19,11,10
ZC3H12B,0,0,0,0,0,0,8,20,12,41,36,43
LAS1L,1236,101,785,159,64,55,170,788,630,66,88,76
FRMD8P1,0,0,0,0,0,0,0,0,1,0,0,0
MSN,9786,930,6453,1296,363,374,1516,6659,5614,1279,1339,1210
MIR223,0,0,0,0,0,0,0,0,0,0,0,0
VSIG4,0,0,0,2,0,0,0,1,0,2,0,0
HEPH,4,0,0,0,0,0,0,0,0,0,0,1
EDA2R,2076,200,1381,974,251,235,167,950,747,743,738,676
AR,1270,101,762,201,69,47,121,572,472,104,81,97
OPHN1,68,6,36,27,6,5,12,64,30,21,26,29
YIPF6,1890,195,1121,441,84,112,231,1125,923,244,230,256
STARD8,9,2,16,10,2,4,0,11,6,2,6,6
EFNB1,288,20,199,194,55,43,33,118,105,115,144,162
PJA1,302,28,242,65,23,19,54,235,212,78,107,119
FAM155B,114,13,66,43,5,7,13,73,33,15,9,17
EDA,17,1,16,2,0,0,0,28,9,2,0,4
MIR676,0,0,0,0,0,0,0,0,0,0,0,0
AWAT2,0,0,0,0,0,0,0,0,0,0,0,0
OTUD6A,0,0,0,0,0,0,0,1,0,0,0,0
IGBP1,1895,159,1186,308,90,89,194,973,803,224,262,247
DGAT2L6,0,0,0,0,0,0,0,0,0,0,0,0
AWAT1,0,0,0,0,0,0,0,0,1,0,0,0
P2RY4,0,0,0,0,0,0,0,0,0,0,0,0
ARR3,0,0,0,0,0,0,0,3,0,0,3,2
RAB41,0,0,0,0,0,0,0,5,7,0,6,2
PDZD11,735,71,500,110,30,30,130,492,419,99,89,81
KIF4A,54,3,29,21,1,9,15,86,51,16,15,15
GDPD2,0,0,0,0,0,0,0,1,2,0,0,0
DLG3,132,13,77,24,6,2,29,80,60,14,23,19
TEX11,0,0,0,0,0,0,0,1,0,0,0,1
SLC7A3,0,0,0,2,0,0,0,0,0,0,0,0
SNX12,662,48,423,199,57,40,67,312,300,164,170,155
FOXO4,80,13,36,23,3,2,14,42,44,13,13,14
CXorf65,0,1,0,0,0,0,0,0,0,0,0,0
IL2RG,26,0,11,0,0,0,0,9,5,5,2,3
MED12,779,59,522,228,58,42,73,293,228,129,136,93
NLGN3,81,4,55,37,6,4,5,31,21,11,12,7
BCYRN1,0,0,0,0,0,0,0,0,0,0,0,0
GJB1,39,3,25,2,0,1,1,4,9,0,0,0
ZMYM3,855,67,508,135,55,36,76,301,343,80,72,66
NONO,10805,962,7384,1861,508,533,1345,6139,4900,1180,1258,1138
ITGB1BP2,22,1,26,8,0,1,1,12,6,4,5,1
TAF1,1235,92,749,314,76,67,169,843,609,308,312,315
INGX,0,0,1,0,0,0,0,0,0,0,0,0
OGT,5293,457,3329,1308,394,336,593,2847,2240,1199,1195,1304
CXCR3,0,0,0,0,0,0,0,0,0,0,0,1
LOC100132741,0,0,0,0,0,0,0,0,0,0,0,0
CXorf49,0,0,0,0,0,0,0,0,0,0,0,0
CXorf49B,0,0,0,0,0,0,0,0,0,0,0,0
NHSL2,34,0,18,8,3,0,5,12,7,2,2,3
RPS26P11,0,0,0,0,0,0,0,0,0,0,0,0
FLJ44635,6,0,3,0,0,0,2,3,5,1,1,2
PIN4,760,57,411,158,45,53,110,489,422,127,117,128
ERCC6L,40,2,31,16,3,6,11,72,38,35,23,30
RPS4X,29896,2520,18907,3939,1190,1184,3849,19207,15055,2053,2380,2466
CITED1,6,0,2,0,0,0,1,10,3,1,1,1
HDAC8,404,41,263,81,19,24,48,258,187,71,62,65
PHKA1,1315,114,820,247,65,52,152,588,416,125,146,134
DMRTC1,0,0,0,0,0,0,0,0,0,0,0,0
DMRTC1B,0,0,0,0,0,0,0,0,0,0,0,0
FAM226B,0,0,0,0,0,0,0,0,0,0,0,0
FAM226A,0,0,0,0,0,0,0,0,0,0,0,0
PABPC1L2B,0,0,0,0,0,0,0,0,0,0,0,0
PABPC1L2A,0,0,0,0,0,0,0,0,0,0,0,0
NAP1L6,0,0,0,0,0,0,0,0,0,0,0,0
NAP1L2,118,20,63,75,16,17,20,99,89,56,63,69
CDX4,0,0,0,0,0,0,0,0,0,0,0,0
MAP2K4P1,1,0,0,0,0,0,1,4,1,1,1,0
CHIC1,436,62,249,230,67,80,46,309,257,147,193,204
TSIX,0,0,0,0,0,0,0,0,0,0,0,0
XIST,0,1,1,0,0,0,0,1,1,0,0,0
JPX,123,10,97,16,8,2,23,92,78,13,27,21
FTX,27,3,13,13,4,1,4,17,17,4,9,6
MIR421,0,0,1,0,1,0,1,3,0,0,0,0
MIR374B,0,0,0,0,0,0,0,0,0,0,0,0
MIR374C,0,0,0,0,0,0,0,0,0,0,0,0
MIR545,0,0,0,0,0,0,0,0,0,0,0,0
MIR374A,0,0,0,0,0,0,0,0,0,0,0,0
ZCCHC13,0,0,0,0,0,0,0,0,0,0,0,0
SLC16A2,1108,93,741,83,28,19,80,411,326,100,84,76
RLIM,1433,125,750,772,206,200,219,1195,844,1292,1298,1422
ABCB7,667,47,386,157,26,34,62,319,240,108,113,99
UPRT,122,15,93,16,7,3,36,119,90,31,34,26
ZDHHC15,0,0,2,0,1,0,0,0,0,0,0,0
TTC3P1,47,6,8,8,1,1,8,58,23,7,10,6
MAGEE2,0,0,0,0,0,0,0,0,2,0,0,0
PBDC1,530,34,337,92,21,22,87,390,292,157,123,147
MAGEE1,66,9,46,17,3,2,13,52,31,10,13,11
MIR384,0,0,0,0,0,0,0,0,0,0,0,0
FGF16,0,0,0,0,0,0,0,0,0,0,0,0
ATRX,2253,198,1198,644,162,182,390,1675,1325,605,524,580
MAGT1,2399,257,1439,304,80,89,469,2408,1750,341,345,342
COX7B,5211,500,3704,905,243,224,623,2479,1995,513,564,532
ATP7A,718,50,390,131,33,22,173,713,564,124,121,137
PGAM4,3,0,0,0,0,0,1,2,3,2,2,0
PGK1,17656,1432,10945,1951,619,598,8180,36837,32708,3885,4613,4351
TAF9B,270,25,141,41,13,14,84,436,349,156,270,365
CYSLTR1,0,0,0,0,0,0,0,0,0,0,0,1
LPAR4,0,0,1,0,0,0,0,0,1,0,0,0
MIR4328,0,0,0,0,0,0,0,0,0,0,0,0
P2RY10,0,0,0,0,0,0,0,0,0,0,0,0
GPR174,0,0,0,0,0,0,0,0,0,0,0,0
ITM2A,2,0,0,0,0,0,0,4,1,0,0,0
TBX22,0,0,0,0,0,0,0,0,0,0,0,0
BRWD3,589,64,376,213,75,59,141,595,469,224,299,273
HMGN5,25,5,22,5,2,2,3,45,33,9,13,9
SH3BGRL,961,117,705,226,67,75,191,813,721,111,122,103
POU3F4,0,0,0,0,0,0,0,0,0,0,0,0
CYLC1,0,0,0,0,0,0,0,0,0,0,0,0
RPS6KA6,158,17,57,31,12,9,24,111,91,63,58,57
HDX,94,11,64,26,11,14,15,81,58,111,101,117
UBE2DNL,0,0,0,0,0,0,0,0,0,0,0,0
APOOL,420,49,299,96,27,24,53,241,182,77,77,85
SATL1,0,0,0,0,0,0,0,0,0,0,0,0
ZNF711,157,15,64,98,31,33,27,102,62,84,92,106
POF1B,897,123,534,143,60,58,138,610,498,104,99,78
CHM,719,85,410,197,53,49,103,465,338,177,187,168
DACH2,0,0,0,0,0,0,0,0,0,0,0,0
KLHL4,751,88,431,56,13,10,32,168,155,13,12,10
CPXCR1,0,0,0,0,0,0,0,0,0,0,0,0
TGIF2LX,0,0,0,0,0,0,0,0,0,0,0,0
PABPC5,0,0,0,0,0,0,0,0,0,0,0,0
PCDH11X,0,0,0,0,0,0,0,0,0,0,0,0
NAP1L3,8,1,1,1,1,0,3,5,5,1,1,0
FAM133A,27,0,18,2,4,1,6,14,10,12,12,5
DIAPH2,258,27,130,68,7,29,57,254,220,139,160,178
RPA4,0,1,7,6,3,0,0,1,0,9,1,4
PCDH19,4,0,0,0,0,2,0,6,2,6,4,2
TNMD,0,0,0,0,0,0,0,0,0,0,0,0
TSPAN6,1250,104,748,173,71,56,137,727,682,76,69,62
SRPX2,184,16,130,23,9,6,16,83,77,14,11,14
SYTL4,52,2,14,8,3,0,10,75,43,16,20,21
CSTF2,895,64,532,147,63,40,75,365,263,89,106,104
NOX1,5,0,5,0,0,1,4,10,20,3,0,2
XKRX,12,3,4,0,0,0,0,0,1,0,1,0
ARL13A,2,0,2,0,1,0,0,4,1,1,3,1
TRMT2B,334,27,220,52,13,12,36,199,156,28,48,36
CENPI,34,2,27,3,0,0,8,48,30,5,7,4
DRP2,4,1,2,0,1,0,0,3,3,0,1,3
TAF7L,28,2,19,21,0,5,1,11,7,16,17,18
TIMM8A,371,34,200,80,19,23,38,189,158,27,38,30
BTK,3,0,1,8,2,0,1,1,0,4,7,6
